model,held_out_district,test_row_count,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,log_loss,multiclass_brier_score,mean_confidence,confidence_accuracy_gap,raw_accuracy,raw_balanced_accuracy,raw_macro_f1,raw_macro_precision,raw_macro_recall,raw_log_loss,raw_multiclass_brier_score,raw_mean_confidence,raw_confidence_accuracy_gap,candidate_calibrated_accuracy,candidate_calibrated_balanced_accuracy,candidate_calibrated_macro_f1,candidate_calibrated_macro_precision,candidate_calibrated_macro_recall,candidate_calibrated_log_loss,candidate_calibrated_multiclass_brier_score,candidate_calibrated_mean_confidence,candidate_calibrated_confidence_accuracy_gap,calibration_selected
random_forest,all_oof,50,0.66,0.6556372549019608,0.6485249517507582,0.6558441558441558,0.6556372549019608,0.891860381293031,0.5182234788305926,0.6003663885215884,-0.05963361147841162,0.66,0.6556372549019608,0.6485249517507582,0.6558441558441558,0.6556372549019608,0.891860381293031,0.5182234788305926,0.6003663885215884,-0.05963361147841162,0.66,0.6556372549019608,0.6485249517507582,0.6558441558441558,0.6556372549019608,0.9712125438382793,0.5754214595683199,0.48405573026500504,-0.175944269734995,False
catboost,all_oof,50,0.44,0.4387254901960784,0.36364731680281454,0.6260683760683761,0.4387254901960784,1.0129738012390426,0.604506380464988,0.5399617428912517,0.09996174289125165,0.44,0.4387254901960784,0.36364731680281454,0.6260683760683761,0.4387254901960784,1.0129738012390426,0.604506380464988,0.5399617428912517,0.09996174289125165,0.44,0.4387254901960784,0.36364731680281454,0.6260683760683761,0.4387254901960784,1.0532824733239976,0.6382921875345157,0.4222376015069227,-0.017762398493077314,False
