sector_subunit_id,sector_subunit_index,sentinel__subunit_matched_row_count,sector_id,sector_name,district,proxy_class,proxy_score,proxy_rank,sentinel__elevation__subunit_mean,sentinel__elevation__subunit_std,sentinel__ndvi__subunit_mean,sentinel__ndvi__subunit_std,sentinel__ndbi__subunit_mean,sentinel__ndbi__subunit_std,sentinel__mndwi__subunit_mean,sentinel__mndwi__subunit_std,sentinel__slope__subunit_mean,sentinel__slope__subunit_std
RWA.1.4.2_1__sentinel_subunit_01,1,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1935.322432432432,43.17717640689033,0.3396197609300072,0.0889306899105081,0.0607586894287667,0.0489354130737555,-0.4944477173736045,0.051611087700959,,
RWA.1.4.2_1__sentinel_subunit_02,2,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1930.304054054054,52.57996535959752,0.3974103474477628,0.1073262891767619,0.03743836548732,0.0479239992316732,-0.5226928050136844,0.0713850378895942,,
RWA.1.4.2_1__sentinel_subunit_03,3,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1923.9366966966968,51.12971796207268,0.3769239397301157,0.1156709643439219,0.063392591017925,0.0720073338065667,-0.5319866818582277,0.0840882111340478,,
RWA.1.4.2_1__sentinel_subunit_04,4,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1928.1705105105104,51.51509217085194,0.4016422627660633,0.0966393679815666,0.045771423751943,0.0746823616605479,-0.5350656560488997,0.0621869246018625,,
RWA.1.4.2_1__sentinel_subunit_05,5,36,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1908.379413580247,49.049495299850946,0.4056340533239131,0.0811228700259122,0.0253622648069709,0.0636579236094996,-0.5221229453393016,0.0440245575729439,,
RWA.1.4.2_1__sentinel_subunit_06,6,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1909.4150450450447,50.86260717880786,0.4021114942393739,0.074939381034065,0.0428197528446516,0.0513644738558438,-0.5352229539495484,0.0373792443299919,,
RWA.1.4.2_1__sentinel_subunit_07,7,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1920.1760060060064,46.15073124084213,0.4176905939953156,0.0618214332378395,0.0486084001955598,0.0557172689744103,-0.5526634899685153,0.03844210768539,,
RWA.1.4.2_1__sentinel_subunit_08,8,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1910.295135135135,43.6413878062296,0.4002052782323145,0.064982270501404,0.0541699168054399,0.064144074878682,-0.5434449674481623,0.0497670033862629,,
RWA.1.4.2_1__sentinel_subunit_09,9,37,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1883.2637537537537,29.02240690976837,0.397484458649855,0.0827696023035405,0.0491007343686781,0.0805983153068729,-0.5332762172518987,0.0540331693414722,,
RWA.1.4.2_1__sentinel_subunit_10,10,36,RWA.1.4.2_1,Cyuve,Musanze,Medium,0.2903992812044433,22,1880.399197530864,19.850643104142815,0.4389109982640784,0.0652903250272753,0.0100832050036625,0.0563227187186998,-0.535836732753783,0.0421083725135283,,
RWA.1.4.3_1__sentinel_subunit_01,1,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1751.7204093567252,68.37341007170042,0.4592188124132907,0.0926186664420578,-0.0651757647990293,0.0866016789648807,-0.4862867871740002,0.0394126682929388,,
RWA.1.4.3_1__sentinel_subunit_02,2,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1802.7807017543864,49.89878100221397,0.464392319550653,0.1061548263809839,-0.0503569670103282,0.098076237242594,-0.5031068063967892,0.0306803909466286,,
RWA.1.4.3_1__sentinel_subunit_03,3,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1852.5938596491228,50.40266497271894,0.4742082541651436,0.0833221840525165,-0.0593608033295808,0.0887656908816608,-0.5058613008577721,0.0369888043718031,,
RWA.1.4.3_1__sentinel_subunit_04,4,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1846.7647076023393,50.756914115150536,0.4795668656193032,0.0824409382115588,-0.0573532148942507,0.079486767010437,-0.5121594064236589,0.0204642640437274,,
RWA.1.4.3_1__sentinel_subunit_05,5,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1854.0752631578948,47.88386946074295,0.4768034862590475,0.0806316055959496,-0.0649976717291544,0.079411121171477,-0.50012767939671,0.0274737761589066,,
RWA.1.4.3_1__sentinel_subunit_06,6,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1850.5865789473687,37.63145947964294,0.4747427102045874,0.072271255024942,-0.0655738022448663,0.0782948756924565,-0.4924214334696212,0.030593832713717,,
RWA.1.4.3_1__sentinel_subunit_07,7,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1829.6804970760231,34.184617629312264,0.475370920852239,0.0641957044002741,-0.0502682392506684,0.0730471822453409,-0.4970001704261932,0.035787904913972,,
RWA.1.4.3_1__sentinel_subunit_08,8,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1816.0219298245613,40.04117349038077,0.4727962565069621,0.0912302017842261,-0.0324893170517837,0.0893513246552324,-0.5014050159278086,0.0667133757812755,,
RWA.1.4.3_1__sentinel_subunit_09,9,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1790.365380116959,26.4340429849519,0.3225760842643326,0.3052021000560388,0.0349115199396384,0.1935426518044956,-0.3804528790684277,0.2603367215056799,,
RWA.1.4.3_1__sentinel_subunit_10,10,38,RWA.1.4.3_1,Gacaca,Musanze,High,0.4629871386840336,7,1759.0255263157894,6.416828852710848,-0.1148607464445043,0.2014980384225359,-0.1361363217642475,0.1001697179386294,0.3710040511997703,0.2751900697744566,,
RWA.1.4.4_1__sentinel_subunit_01,1,33,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1771.6728282828285,30.663404663833425,0.1845668376778761,0.3019983172223514,-0.148412548743024,0.08386867084014,-0.0078617675445397,0.4650317703985767,,
RWA.1.4.4_1__sentinel_subunit_02,2,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1819.8561805555555,103.8886669301435,0.1593546008717705,0.426604840584098,-0.1001012900548819,0.1169768551569345,-0.0289503305801792,0.4905925496414787,,
RWA.1.4.4_1__sentinel_subunit_03,3,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1887.0289236111112,138.66769176008964,0.3011284681292522,0.4210610957065739,-0.0753426098853457,0.1874180100433896,-0.2292238252662567,0.4205504444002449,,
RWA.1.4.4_1__sentinel_subunit_04,4,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1843.4481597222225,99.39395568950496,0.3339066757139708,0.2879180936087013,-0.1044120366314918,0.0863087614617506,-0.2455797154423852,0.3570295625056949,,
RWA.1.4.4_1__sentinel_subunit_05,5,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1859.1977083333336,79.04358400954172,0.4286070589137761,0.2438651833084824,-0.1165664387361058,0.0675800675309025,-0.3534091649106411,0.3172296600353205,,
RWA.1.4.4_1__sentinel_subunit_06,6,33,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1840.7562626262625,57.7175468603127,0.4189903981781853,0.2718696374103214,-0.120398631639625,0.0577616619812204,-0.343771245514941,0.3533089203755523,,
RWA.1.4.4_1__sentinel_subunit_07,7,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1851.4267009427244,56.87640973578949,0.4394279627375967,0.2351539843726435,-0.1102285429326645,0.0520486012808288,-0.3824687130096768,0.3115623296463238,,
RWA.1.4.4_1__sentinel_subunit_08,8,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1804.5134375,55.39684922709839,0.2252375958128052,0.3685778217304228,-0.0986112284705248,0.0670805105030204,-0.1160076848009938,0.4609702186731416,,
RWA.1.4.4_1__sentinel_subunit_09,9,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1773.0209375,36.35134781136531,-0.0586378000327088,0.3480032518904065,-0.0988401331978437,0.1060565565975221,0.2426418702067889,0.4319895927950682,,
RWA.1.4.4_1__sentinel_subunit_10,10,32,RWA.1.4.4_1,Gashaki,Musanze,High,0.5175642990632866,3,1757.5714236111112,2.267965932960297,-0.2003861322107132,0.1275183057221051,-0.1433184741933168,0.0795480206520233,0.4906904178262011,0.1404088731664184,,
RWA.1.4.5_1__sentinel_subunit_01,1,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,3249.659653032615,156.60029117175387,0.8185306308048708,0.0712546190340825,-0.2720528461637346,0.0430807430279897,-0.5622280086938279,0.0669149076773729,,
RWA.1.4.5_1__sentinel_subunit_02,2,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2950.5692930806126,168.73132365422362,0.717610358186611,0.1740816086238451,-0.2095807094792345,0.114459286412229,-0.5465876005582917,0.0630523510898058,,
RWA.1.4.5_1__sentinel_subunit_03,3,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2827.882222222222,183.26460296117884,0.7317576993341792,0.1517015729880134,-0.2206582380306212,0.1139230367919533,-0.5655696838365866,0.0359481354426113,,
RWA.1.4.5_1__sentinel_subunit_04,4,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2679.551056910569,163.43058376097713,0.6160864146646686,0.1598920110645348,-0.1315757466143641,0.1215511214041777,-0.5545540631193313,0.0412212196991071,,
RWA.1.4.5_1__sentinel_subunit_05,5,40,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2529.2592777777777,124.0971523479254,0.527118556476657,0.0645488744283581,-0.066941937533504,0.0533948875866806,-0.5430445785285729,0.0357985084782971,,
RWA.1.4.5_1__sentinel_subunit_06,6,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2430.3133333333335,82.94572450229062,0.5446745436261344,0.0821927656370421,-0.0833605376308703,0.0870800724740511,-0.5484059837679663,0.032648918764402,,
RWA.1.4.5_1__sentinel_subunit_07,7,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2359.9072086720867,55.9855685555573,0.5370925502296641,0.0595530458620625,-0.0827700008200132,0.0521911851357892,-0.5392377123173309,0.0342797499178267,,
RWA.1.4.5_1__sentinel_subunit_08,8,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2276.99837398374,35.88688457001846,0.5036527781160269,0.0507476253499469,-0.0549463863417915,0.0408874653471254,-0.5340130338483184,0.0269779678421779,,
RWA.1.4.5_1__sentinel_subunit_09,9,41,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2207.2134417344173,27.59460688027367,0.511937846026216,0.0574055308352788,-0.0470345530069331,0.0511908236940952,-0.5481628588688375,0.0300554607156126,,
RWA.1.4.5_1__sentinel_subunit_10,10,40,RWA.1.4.5_1,Gataraga,Musanze,High,0.3836754690230567,13,2115.9954444444443,34.845501175724685,0.4926538810159229,0.0921714906259576,-0.0473998479849201,0.0833250049651613,-0.5288928663056806,0.0354470081657974,,
RWA.1.4.6_1__sentinel_subunit_01,1,24,RWA.1.4.6_1,Kimonyi,Musanze,Medium,0.2588449918700046,29,2040.4969907407408,54.462181541887986,0.5794958974427528,0.0869379331902211,-0.1030785642530389,0.0728795820834264,-0.569239112459581,0.0260577559077215,,
RWA.1.4.6_1__sentinel_subunit_02,2,24,RWA.1.4.6_1,Kimonyi,Musanze,Medium,0.2588449918700046,29,1957.993425925926,77.74740897586346,0.5995615588410971,0.076596301348622,-0.1338004087296166,0.0791096679056651,-0.5562058147142788,0.0239497232356173,,
RWA.1.4.6_1__sentinel_subunit_03,3,23,RWA.1.4.6_1,Kimonyi,Musanze,Medium,0.2588449918700046,29,1890.6893236714975,90.7346291433674,0.5680803170453324,0.1040217902596024,-0.0919687635085914,0.1027905990670098,-0.5512701154602635,0.017124671711533,,
