sector_subunit_id,sector_subunit_index,sector_subunit_count_requested,sentinel__subunit_assignment_method,sentinel__subunit_matched_row_count,sector_id,sector_name,district,sector_name_key,district_key,sector_area_km2,sentinel__elevation__subunit_count,sentinel__elevation__subunit_mean,sentinel__elevation__subunit_median,sentinel__elevation__subunit_min,sentinel__elevation__subunit_max,sentinel__elevation__subunit_std,sentinel__latitude__subunit_count,sentinel__latitude__subunit_mean,sentinel__latitude__subunit_median,sentinel__latitude__subunit_min,sentinel__latitude__subunit_max,sentinel__latitude__subunit_std,sentinel__longitude__subunit_count,sentinel__longitude__subunit_mean,sentinel__longitude__subunit_median,sentinel__longitude__subunit_min,sentinel__longitude__subunit_max,sentinel__longitude__subunit_std,sentinel__mndwi__subunit_count,sentinel__mndwi__subunit_mean,sentinel__mndwi__subunit_median,sentinel__mndwi__subunit_min,sentinel__mndwi__subunit_max,sentinel__mndwi__subunit_std,sentinel__ndbi__subunit_count,sentinel__ndbi__subunit_mean,sentinel__ndbi__subunit_median,sentinel__ndbi__subunit_min,sentinel__ndbi__subunit_max,sentinel__ndbi__subunit_std,sentinel__ndvi__subunit_count,sentinel__ndvi__subunit_mean,sentinel__ndvi__subunit_median,sentinel__ndvi__subunit_min,sentinel__ndvi__subunit_max,sentinel__ndvi__subunit_std,sentinel__slope__subunit_count,sentinel__slope__subunit_mean,sentinel__slope__subunit_median,sentinel__slope__subunit_min,sentinel__slope__subunit_max,sentinel__slope__subunit_std
RWA.1.4.2_1__sentinel_subunit_01,1,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1935.3224324324322,1937.6633333333336,1853.7122222222224,2023.2233333333336,43.17717640689033,37.0,-1.4780321274000534,-1.4781777998621677,-1.4997373668710694,-1.45661823316995,0.010260985354941465,37.0,29.628343955393213,29.62958217378263,29.621497336144134,29.63227711956999,0.003213571132489603,37.0,-0.4944477173736045,-0.4829498827941949,-0.6161071193916389,-0.4037046833803994,0.05161108770095903,37.0,0.06075868942876672,0.0678528752256248,-0.0551276591550077,0.1360564511495213,0.04893541307375552,37.0,0.3396197609300072,0.3215069853790395,0.2119050763230847,0.5339596007359203,0.0889306899105081,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_02,2,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1930.304054054054,1927.848888888889,1841.3533333333332,2026.1166666666663,52.579965359597516,37.0,-1.476939581798828,-1.4781777998719343,-1.5024323128683683,-1.453923287628678,0.013794253432707175,37.0,29.63526341093589,29.63497206543001,29.63227711958584,29.637667011339925,0.0018825850735441276,37.0,-0.5226928050136844,-0.5283476126239396,-0.6538646000333173,-0.3908956169600118,0.07138503788959423,37.0,0.03743836548732006,0.0480286513354843,-0.0811312372739314,0.1215602418071104,0.047923999231673245,37.0,0.3974103474477628,0.4024061045901674,0.1939523113454404,0.5565037716043748,0.10732628917676199,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_03,3,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1923.9366966966966,1936.3444444444444,1847.2266666666667,2019.901111111111,51.12971796207268,37.0,-1.4756285270517915,-1.4754828545212726,-1.49434747528447,-1.4539232875951624,0.012939263401284852,37.0,29.641163157294933,29.640361957244473,29.637667011340287,29.643056903082737,0.0018912539261386027,37.0,-0.5319866818582277,-0.550654449132311,-0.6501544149523573,-0.3756918364192347,0.08408821113404785,37.0,0.06339259101792503,0.0792961311046579,-0.1013853142110696,0.1899971328425193,0.07200733380656671,37.0,0.37692393973011573,0.4115606179351484,0.1818243914428158,0.5969508031807296,0.11567096434392198,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_04,4,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1928.1705105105104,1921.8255555555556,1843.3544444444444,2028.941111111111,51.51509217085194,37.0,-1.4723508901963969,-1.4727879083542823,-1.4943474753592605,-1.451228341575138,0.013301642821604467,37.0,29.647645594597737,29.64844679473579,29.645751848773553,29.65114174047657,0.001891253957228596,37.0,-0.5350656560488997,-0.5403218915041089,-0.6296984998518333,-0.3726757694811909,0.062186924601862585,37.0,0.045771423751943034,0.0602088210627219,-0.0942324680316321,0.1913264661224805,0.0746823616605479,37.0,0.4016422627660633,0.4132989982450299,0.1855029747742548,0.5764265512097029,0.09663936798156669,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_05,5,10,spatial_coordinate_order,36,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,36.0,1908.379413580247,1900.745,1827.66,2008.71,49.049495299850946,36.0,-1.4754079946857912,-1.4768303272592325,-1.497042421119615,-1.4539232876203665,0.01311553499593059,36.0,29.65331266917247,29.6538366864686,29.65114174047961,29.65653163221959,0.0019131615144203282,36.0,-0.5221229453393016,-0.5226600364202398,-0.6236725947588402,-0.4567113529512414,0.044024557572943906,36.0,0.025362264806970944,0.042930169611868296,-0.11994499134262,0.1367089885304237,0.06365792360949965,36.0,0.4056340533239131,0.40371382161683284,0.2734886503419743,0.5619081849534099,0.08112287002591226,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_06,6,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1909.4150450450447,1903.3533333333332,1828.253333333333,2027.4333333333336,50.86260717880786,37.0,-1.4736619449548913,-1.4727879083218522,-1.4970424211143674,-1.4512283416533749,0.013873868901966149,37.0,29.65893523264238,29.659226578152712,29.65653163222301,29.661921524023775,0.0019868597815432703,37.0,-0.5352229539495484,-0.5380425836950553,-0.6280627581146192,-0.4330867262208339,0.03737924432999196,37.0,0.04281975284465165,0.047151738540141,-0.0803499595510895,0.1577559317213514,0.05136447385584386,37.0,0.4021114942393739,0.4094605593973783,0.2381087891899085,0.5698271220159286,0.07493938103406506,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_07,7,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1920.1760060060062,1920.4588888888889,1841.6177777777775,2025.15,46.15073124084213,37.0,-1.4705299808395704,-1.4673980164840288,-1.4970424211553115,-1.4485333958898352,0.014519864190541448,37.0,29.66461646981708,29.66461646977274,29.66192152402812,29.667311415657103,0.0019056144388243346,37.0,-0.5526634899685153,-0.5553814466014431,-0.6067961702748832,-0.4412563185810115,0.03844210768539002,37.0,0.04860840019555983,0.0526850765824493,-0.1369241854827746,0.1268604576959771,0.0557172689744103,37.0,0.4176905939953156,0.4170911738805716,0.2453472101898502,0.6223885871373013,0.06182143323783953,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_08,8,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1910.295135135135,1904.1477777777775,1847.7322222222224,2013.6844444444444,43.6413878062296,37.0,-1.4727150720916462,-1.472787908355761,-1.497042421143301,-1.4485333958450612,0.014053488574166429,37.0,29.669860688803265,29.67000636153027,29.667311415659658,29.67270130748279,0.0018998833254204562,37.0,-0.5434449674481623,-0.5470742878784669,-0.6162105808970045,-0.4165504754860067,0.049767003386262935,37.0,0.0541699168054399,0.0593486541204457,-0.0647851291937347,0.1567305034923964,0.06414407487868208,37.0,0.40020527823231455,0.3924576355099523,0.2567936422466607,0.5176391270164937,0.06498227050140404,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_09,9,10,spatial_coordinate_order,37,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,37.0,1883.2637537537537,1879.8011111111111,1849.4855555555555,1945.598888888889,29.02240690976837,37.0,-1.4773037636456197,-1.4781777998895465,-1.4997373669096794,-1.4566182331838176,0.011592341134937763,37.0,29.675978944252485,29.6753962531875,29.6727013074889,29.680786144922585,0.002388161915685613,37.0,-0.5332762172518987,-0.5482370654423349,-0.6068925046142752,-0.3857347994253634,0.054033169341472294,37.0,0.04910073436867814,0.0632162398275295,-0.1567347932041278,0.1680681401585153,0.08059831530687296,37.0,0.39748445864985504,0.3887522710089749,0.2517995017473843,0.5836735965219062,0.08276960230354058,0.0,,,,,
RWA.1.4.2_1__sentinel_subunit_10,10,10,spatial_coordinate_order,36,RWA.1.4.2_1,Cyuve,Musanze,cyuve,musanze,33.05434551212677,36.0,1880.399197530864,1878.5261111111113,1847.7733333333333,1923.2833333333333,19.850643104142815,36.0,-1.4702426818166354,-1.4700929626789785,-1.4862626377697876,-1.4593131791981897,0.007084741054168756,36.0,29.685352580976478,29.68482856373435,29.68078614493685,29.6915659283205,0.003746400915025698,36.0,-0.535836732753783,-0.5463902200821333,-0.6195139259010876,-0.4064403374990426,0.04210837251352832,36.0,0.010083205003662514,0.01740600891626745,-0.1089141245107255,0.1116472912051294,0.05632271871869986,36.0,0.4389109982640784,0.4375753578331205,0.2641961693916655,0.5611175840521313,0.0652903250272753,0.0,,,,,
