sentinel_record_id,sector_id,sector_name,district,match_predicate
musanze:979,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:980,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:985,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1059,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1060,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1061,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1062,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1063,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1064,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1065,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1066,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1119,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1120,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1121,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1122,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1123,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1124,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1138,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1141,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1142,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1143,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1144,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1145,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1146,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1147,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1148,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1149,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1150,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1151,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1204,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1205,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1206,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1207,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1208,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1209,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1210,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1211,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1220,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1221,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1222,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1223,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1224,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1225,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1226,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1227,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1228,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1229,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1230,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1231,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1232,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1233,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1234,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1235,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1286,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1287,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1288,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1289,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1290,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1291,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1292,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1293,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1294,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1295,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1296,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1297,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1298,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1299,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1300,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1301,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1302,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1304,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1305,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1306,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1307,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1308,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1309,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1310,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1311,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1312,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1313,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1315,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1316,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1317,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1318,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1319,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1320,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1370,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1371,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1372,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1373,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1374,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1375,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1376,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1377,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1378,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1379,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1380,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1381,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1382,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1383,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1384,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1385,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1386,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1387,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1388,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1389,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1390,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1391,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1392,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1393,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1394,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1395,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1396,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1397,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1398,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1399,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1400,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1401,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1402,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1403,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1404,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1405,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1406,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1432,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1433,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1434,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1435,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1436,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1437,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1458,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1459,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1460,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1461,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1462,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1463,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1464,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1465,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1466,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1467,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1468,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1469,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1470,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1471,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1472,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1473,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1474,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1475,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1476,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1477,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1478,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1479,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1480,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1481,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1482,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1483,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1484,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1485,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1486,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1487,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1488,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1489,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1490,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1491,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1492,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1493,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1494,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1519,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1520,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1521,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1522,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1523,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1524,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1525,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1547,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1548,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1549,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1550,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1551,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1552,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1553,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1554,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1555,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1556,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1557,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1558,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1559,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1560,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1561,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1562,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1563,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1564,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1565,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1566,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1567,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1568,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1569,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1570,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1571,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1572,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1573,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1574,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1575,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1576,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1577,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1578,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1578,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1579,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1580,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1581,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1582,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1583,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1584,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1585,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1607,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1608,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1609,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1610,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1611,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1612,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1613,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1614,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1632,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1637,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1638,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1639,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1640,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1641,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1642,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1643,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1644,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1645,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1646,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1647,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1648,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1649,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1650,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1651,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1652,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1653,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1654,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1655,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1656,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1657,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1658,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1659,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1660,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1661,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1662,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1663,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1664,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1665,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1666,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1667,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1668,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1669,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1670,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1671,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1672,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1673,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1674,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1675,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1676,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1694,RWA.1.4.13_1,Remera,Musanze,within
musanze:1695,RWA.1.4.13_1,Remera,Musanze,within
musanze:1696,RWA.1.4.13_1,Remera,Musanze,within
musanze:1697,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1698,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1699,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1700,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1701,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1702,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1703,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1704,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1705,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1718,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1724,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1727,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1728,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1729,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1730,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1731,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1732,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1733,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1734,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1735,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1736,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1737,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1738,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1739,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1740,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1741,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1742,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1743,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1744,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1745,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1746,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1747,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1748,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1749,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1750,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1751,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1752,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1753,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1754,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1755,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1756,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1757,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1758,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1759,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1760,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1761,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1762,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1763,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1764,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1765,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1766,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1767,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1768,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1769,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1770,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1785,RWA.1.4.13_1,Remera,Musanze,within
musanze:1786,RWA.1.4.13_1,Remera,Musanze,within
musanze:1787,RWA.1.4.13_1,Remera,Musanze,within
musanze:1788,RWA.1.4.13_1,Remera,Musanze,within
musanze:1789,RWA.1.4.13_1,Remera,Musanze,within
musanze:1790,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1791,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1792,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1793,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1794,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1795,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1796,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1797,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1806,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1807,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1808,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1809,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1810,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1811,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1812,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1813,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1814,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1816,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1817,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1818,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1819,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1820,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1821,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1822,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1823,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1824,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1825,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1826,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1827,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1828,RWA.1.4.6_1,Kimonyi,Musanze,within
musanze:1829,RWA.1.4.6_1,Kimonyi,Musanze,within
musanze:1830,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1831,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1832,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1833,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1834,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1835,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1836,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1837,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1838,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1839,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1840,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1841,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1842,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1843,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1844,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1845,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1846,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1847,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1848,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1849,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1850,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1851,RWA.1.4.11_1,Nkotsi,Musanze,within
musanze:1852,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1853,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1854,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1855,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1856,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1857,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1858,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1859,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1860,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1861,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1862,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1863,RWA.1.4.14_1,Rwaza,Musanze,within
musanze:1877,RWA.1.4.13_1,Remera,Musanze,within
musanze:1878,RWA.1.4.13_1,Remera,Musanze,within
musanze:1879,RWA.1.4.13_1,Remera,Musanze,within
musanze:1880,RWA.1.4.13_1,Remera,Musanze,within
musanze:1881,RWA.1.4.13_1,Remera,Musanze,within
musanze:1882,RWA.1.4.13_1,Remera,Musanze,within
musanze:1883,RWA.1.4.13_1,Remera,Musanze,within
musanze:1884,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1885,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1886,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1887,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1888,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1889,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1890,RWA.1.4.4_1,Gashaki,Musanze,within
musanze:1899,RWA.1.4.5_1,Gataraga,Musanze,within
musanze:1900,RWA.1.4.5_1,Gataraga,Musanze,within
musanze:1901,RWA.1.4.5_1,Gataraga,Musanze,within
musanze:1902,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1903,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1904,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1905,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1906,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1907,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1908,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1909,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1910,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1911,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1912,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1913,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1914,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1915,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1916,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1917,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1918,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1919,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1920,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1921,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1922,RWA.1.4.1_1,Busogo,Musanze,within
musanze:1923,RWA.1.4.6_1,Kimonyi,Musanze,within
musanze:1924,RWA.1.4.6_1,Kimonyi,Musanze,within
musanze:1925,RWA.1.4.6_1,Kimonyi,Musanze,within
musanze:1926,RWA.1.4.9_1,Muko,Musanze,within
musanze:1927,RWA.1.4.9_1,Muko,Musanze,within
