sector_id,sector_name,district,sector_name_key,district_key,sector_area_km2,sentinel__matched_row_count,sentinel__elevation__count,sentinel__elevation__mean,sentinel__elevation__median,sentinel__elevation__min,sentinel__elevation__max,sentinel__elevation__std,sentinel__latitude__count,sentinel__latitude__mean,sentinel__latitude__median,sentinel__latitude__min,sentinel__latitude__max,sentinel__latitude__std,sentinel__longitude__count,sentinel__longitude__mean,sentinel__longitude__median,sentinel__longitude__min,sentinel__longitude__max,sentinel__longitude__std,sentinel__mndwi__count,sentinel__mndwi__mean,sentinel__mndwi__median,sentinel__mndwi__min,sentinel__mndwi__max,sentinel__mndwi__std,sentinel__ndbi__count,sentinel__ndbi__mean,sentinel__ndbi__median,sentinel__ndbi__min,sentinel__ndbi__max,sentinel__ndbi__std,sentinel__ndvi__count,sentinel__ndvi__mean,sentinel__ndvi__median,sentinel__ndvi__min,sentinel__ndvi__max,sentinel__ndvi__std,sentinel__slope__count,sentinel__slope__mean,sentinel__slope__median,sentinel__slope__min,sentinel__slope__max,sentinel__slope__std
RWA.1.4.11_1,Nkotsi,Musanze,nkotsi,musanze,24.130865690597265,266,266,1816.5555096073517,1720.73,1549.4455555555555,2487.781111111111,244.26247127383294,266,-1.575854390248447,-1.5751958510184343,-1.5913655260250077,-1.5563312297017105,0.008836539310854123,266,29.618761864844554,29.618802390458892,29.58107314836304,29.653836686464572,0.019256397380335518,266,-0.5430211094854925,-0.5403453612617464,-0.7045940316074387,-0.4611933423860229,0.03386332549588656,266,-0.11399382633991627,-0.1176461624464554,-0.4232693613467828,0.1590882525819659,0.09074888893327081,266,0.5814765750517848,0.5804642475215156,0.3212195108380722,0.8983395194953178,0.09909105058066711,0,,,,,
RWA.1.4.12_1,Nyange,Musanze,nyange,musanze,54.94985338411601,607,607,2376.460276404906,2281.0666666666666,1983.3144444444445,3371.068888888889,305.55095297287426,607,-1.4276708742538133,-1.426973828952592,-1.4781777999404433,-1.3865496412603535,0.024580516198911957,607,29.62566628867839,29.624192282044337,29.589157985966708,29.659226578199483,0.01765715532603314,607,-0.5714071574067053,-0.5704161668243649,-0.7235722326729633,-0.2402310474401832,0.05633995462520278,607,-0.1273155599976894,-0.1267762692535563,-0.3679386850768444,0.1498634135951753,0.11595733390452855,607,0.6414117666023408,0.6145360831168111,0.2581286296374537,0.9119306889169436,0.16951478976810058,0,,,,,
RWA.1.4.13_1,Remera,Musanze,remera,musanze,25.800503771374583,289,289,1833.9685121107268,1823.09,1723.0766666666666,2093.998888888889,70.81482391888795,289,-1.5418960181818433,-1.5401615548160594,-1.575195850952667,-1.5078222047414764,0.016165222428785854,289,29.71962507046889,29.721210332646105,29.694260874267737,29.740074953764054,0.010960734961290916,289,-0.39316199277775404,-0.4931844038372521,-0.6050550446907269,0.5992702937804891,0.29386865867971573,289,-0.10290142470636865,-0.1296088571178018,-0.2869914743449759,0.7238738258852191,0.1274433877862878,289,0.4540240002174772,0.5527631257981857,-0.859293437402123,0.680579276102393,0.2902997023047378,0,,,,,
RWA.1.4.14_1,Rwaza,Musanze,rwaza,musanze,27.56275982151848,306,306,1739.221579520697,1739.7338888888887,1566.398888888889,1908.0377777777776,66.8492507776942,306,-1.5581807025226946,-1.5563312297084875,-1.596755417749088,-1.529381771077938,0.017026080179779083,306,29.667258573615,29.664616469814682,29.645751848786187,29.69695582007393,0.012973130296420304,306,-0.52644852268755,-0.5282519933052041,-0.5962740850530653,-0.385684863453632,0.026414781458903743,306,-0.12206030364814194,-0.1204862117558482,-0.2718619976357525,0.0217677298606301,0.05430650439916799,306,0.5697080066424084,0.5667256100739402,0.4371755963093319,0.7483745019207169,0.06273322389811964,0,,,,,
RWA.1.4.15_1,Shingiro,Musanze,shingiro,musanze,49.888491268508844,429,428,2565.6988755273437,2474.5244444444443,1978.4611111111112,3395.543571779462,372.9578476099666,429,-1.5000263355333545,-1.49973736691199,-1.5239918795823857,-1.475482854519687,0.011942596649676248,429,29.533355645628934,29.532564123097657,29.489444989393064,29.583768094351935,0.02363764439631019,428,-0.5678644975015732,-0.5658711438944503,-0.6512372082475707,-0.3998661335285949,0.034205586803737954,428,-0.11361097024392047,-0.07539563477510905,-0.366281332026198,0.137215370062805,0.12129980350494486,428,0.6149215742076841,0.5585062168366439,0.3671660580754218,0.9057995360062784,0.15212373089846024,0,,,,,
RWA.5.1.1_1,Bumbogo,Gasabo,bumbogo,gasabo,61.12741540532233,634,634,1580.4485558376432,1574.0477777777778,1382.9455555555555,1832.6744444444444,96.64713190059841,634,-1.8899944312140744,-1.8905045156144547,-1.9470983783883449,-1.8258258150972568,0.028534559374756744,634,30.154412251744407,30.15509661492791,30.111977481346255,30.195520802866685,0.015531272938808207,634,-0.5207218721258772,-0.526056546266663,-0.6071873629420856,-0.3644773940601488,0.03858725770819987,634,-0.002717123008700383,-0.00119462651561355,-0.2263389319399572,0.22428033878173,0.06455590124452548,634,0.43161460568430376,0.44033267255479447,0.1207155321397239,0.6766583924145388,0.09097530139535719,632,13.884588488493545,13.83259831243091,2.555069317817688,28.52180943322296,5.369701650881089
RWA.5.1.2_1,Gatsata,Gasabo,gatsata,gasabo,6.096727178110713,62,62,1484.6964516129033,1475.3133333333335,1369.44,1686.7066666666667,88.3939161864384,62,-1.92253959775436,-1.9228438658377849,-1.9417084868459455,-1.906674190631752,0.010387223433312408,62,30.04212622351449,30.041908889128404,30.036518997435063,30.049993726622397,0.0038205390931597793,62,-0.46259495849165294,-0.4610334446132379,-0.5477454770673253,-0.361586056769576,0.051514610621205874,62,-0.00806004258944623,-0.0102914474523522,-0.2675193688497992,0.1452241883192435,0.0842374980418922,62,0.37690440360573946,0.37133083293705654,0.1556921924976951,0.6126120040910262,0.12559672971258684,62,14.45729363353449,13.697968272500567,1.9831735004319084,30.935722522735595,6.400867772483337
RWA.5.1.3_1,Gikomero,Gasabo,gikomero,gasabo,34.9827951287815,3,3,1660.2021980114962,1651.6773467496362,1643.501063285688,1685.4281839991652,22.22556365108096,3,-1.896792722661455,-1.8958944074679305,-1.898589353068838,-1.8958944074475967,0.0015559275740051192,3,30.197317433317366,30.198215748539088,30.195520802851444,30.19821574856157,0.0015559276247026524,3,-0.5746538225108413,-0.5696641482873396,-0.5924453242160209,-0.5618519950291633,0.015895300699463544,3,0.08528323501913171,0.0676454738491494,0.0653475483781292,0.1228566828301165,0.03255983876912153,3,0.38716730311629544,0.3991015899508732,0.3625710937393889,0.3998292256586241,0.02130404891599871,3,12.36027762779449,13.654722543287026,9.462709561912217,13.963400778184228,2.5141094020528167
RWA.5.1.4_1,Gisozi,Gasabo,gisozi,gasabo,8.371142791157402,99,99,1444.4623905723906,1438.0366666666666,1370.831111111111,1562.6722222222222,52.73394504490525,99,-1.917698969214303,-1.917453974131734,-1.93362364920511,-1.9012842988932637,0.008417967538331678,99,30.061127391913587,30.06077351016335,30.049993726611927,30.07424823938072,0.0072604117731466045,99,-0.4255041847082871,-0.4260400827330713,-0.5012287501044485,-0.2902663775409095,0.03853434741999698,99,0.03487629568761575,0.0676219459220345,-0.2006152517065102,0.1350177904554908,0.08391513246438141,99,0.2926608101591998,0.2568846382620318,0.1159467202489793,0.5744407081071973,0.12332603531604706,99,9.09651147970982,8.438480078114404,2.063764063384798,24.12873549249437,4.6337016511674545
RWA.5.1.5_1,Jabana,Gasabo,jabana,gasabo,36.1107812622888,402,402,1546.1190326147043,1538.5266666666666,1377.4533333333334,1798.9066666666668,97.42612394466472,402,-1.8646947107974898,-1.8635550571707113,-1.903979244881656,-1.828520760883191,0.01764379132680005,402,30.063850575170527,30.06346845593879,30.031129105678744,30.095807806150027,0.014898174627108534,402,-0.4851748414764227,-0.49174822075286434,-0.5764698064942037,-0.1650079804685206,0.05165798254076977,402,-0.041648813068477564,-0.0419101673132294,-0.1931575196826757,0.1727411166939023,0.05959741132643499,402,0.44363890800063793,0.4582133770479474,0.1299794435718178,0.601178332351611,0.08484498643139485,402,13.429283230620532,13.063029643992582,1.8886785610516863,28.76500154495239,5.521761177264783
RWA.5.1.6_1,Jali,Gasabo,jali,gasabo,37.17502905870608,417,417,1722.8345776711963,1720.3422222222223,1395.9355555555555,2058.438888888889,156.35622924711652,417,-1.882736350337547,-1.882419678127775,-1.9390135407402804,-1.8366055984356513,0.022987397430161857,417,30.016652658013577,30.017654376444444,29.990704917987316,30.04999372660837,0.013010258707645014,417,-0.507468545368228,-0.5121219537108321,-0.5789094590087841,-0.3835429959930811,0.032746695498562434,417,-0.071742101321028,-0.0713675435597831,-0.2639418868158097,0.1346020358265108,0.06644277835692376,417,0.49958112270502586,0.5097266011169678,0.1825252318805404,0.7038846617916429,0.0774144663868853,417,18.391023511878974,17.96914213180542,4.05758604394065,33.62067658106486,6.779927745265775
RWA.5.1.7_1,Kacyiru,Gasabo,kacyiru,gasabo,5.708784967928655,63,63,1427.9478306878307,1428.4633333333334,1374.4688888888888,1472.0633333333333,27.436481908642065,63,-1.9376446795429854,-1.9363185951881527,-1.9470983784178224,-1.9282337574840551,0.0050735823975839355,63,30.080194231028702,30.07963813108853,30.060773510108685,30.09580780616958,0.009585177075058661,63,-0.41709594084228574,-0.4176896400261315,-0.4998219904745594,-0.2236166925179473,0.04020390779704302,63,0.02632092792365042,0.0375465904952274,-0.1413774668655124,0.1405486094770667,0.05529168955562663,63,0.3183775758098875,0.3185384821518244,0.1598622845606928,0.5499911887937686,0.09429623938846848,63,7.583700853770162,7.902161591450374,3.2994671421580843,11.885366532537672,2.195343753502422
RWA.5.1.8_1,Kimihurura,Gasabo,kimihurura,gasabo,4.97306408284122,55,55,1445.2900808080808,1447.48,1379.1933333333334,1497.21,32.23706730255588,55,-1.954301233791053,-1.9551832160107936,-1.9632680538409304,-1.9444034327309905,0.005366247737291906,55,30.088065961761615,30.087722968553503,30.07424823935799,30.101197698044427,0.007131185338408452,55,-0.42723846174237534,-0.4207019927742623,-0.5605274513299828,-0.2888691811274845,0.049719050735135044,55,-0.00215817621724015,0.0091866376388801,-0.1878094397390506,0.0881998642537109,0.05883224886873665,55,0.36498340692952214,0.3368295180258338,0.2160953717526817,0.674880397078211,0.09939552114074796,55,7.355866848973314,8.15367513232761,3.355638268722428,12.163446519904667,2.4111901427733544
RWA.5.1.9_1,Kimironko,Gasabo,kimironko,gasabo,11.432203090330692,119,119,1460.958543417367,1464.8622222222225,1388.8155555555556,1522.3777777777775,30.93075323770168,119,-1.9387191350934325,-1.9390135407336735,-1.9578781618641097,-1.9228438657758975,0.009314378424678455,119,30.12418400077302,30.12545221065654,30.106587589578066,30.138926940018557,0.008462909140105031,119,-0.4439982163755733,-0.4372422614954218,-0.5604064395040635,-0.3882583212176346,0.03227831945920689,119,0.07109433662446359,0.0863237441788097,-0.1609080341184891,0.1424032662918053,0.056231229582111644,119,0.26660642402870127,0.2383710887139937,0.1169744030826043,0.6061645852633543,0.09919614105793051,119,7.556496909245167,7.9302038666937085,2.96409294101927,14.553794108761682,2.1609841137109864
RWA.5.1.10_1,Kinyinya,Gasabo,kinyinya,gasabo,24.176965825843986,264,264,1436.744924242424,1436.7372222222223,1376.2544444444443,1509.6644444444444,32.03378688151747,264,-1.9092058065215458,-1.9093691367195857,-1.933623649098297,-1.8905045155172584,0.01078110301417465,264,30.096583623959578,30.095807806067462,30.06077351021049,30.128147156341907,0.01560664120806273,264,-0.4577776116050252,-0.4614592205303289,-0.5573563176844331,-0.2318449289376902,0.043937165363907425,264,0.04167422066365362,0.054319481458812796,-0.2349229927256913,0.2177426594019919,0.06431582642155032,264,0.3357534569805491,0.328476806653086,0.1285449641184309,0.7020913150053688,0.10411825360686981,264,7.495296531315605,7.553514683643977,1.8908453816837736,14.20284404039383,2.401881988964162
RWA.5.1.11_1,Ndera,Gasabo,ndera,gasabo,50.261827235971985,456,456,1488.1765892253968,1457.3827777777778,1348.1655555555556,1764.8022222222223,96.67513199185608,456,-1.9322939062227085,-1.9390135408224554,-1.9767427830730149,-1.8716398946278492,0.026632487256870317,456,30.18055676130702,30.184741019200622,30.1389269398961,30.206300586300543,0.016318415796025477,456,-0.5081718789144143,-0.5123507937092522,-0.6210131667275686,-0.3461523379451748,0.032961589554746,456,0.005914079593958993,0.0066367360700021,-0.2352982042971742,0.1470594282924582,0.05274986795656012,456,0.4119673785372142,0.4214835451554946,0.1475211012072509,0.7165262619541166,0.0828673683065567,455,9.528449938295527,8.571774110794067,1.993735465142462,25.281518018510607,4.410607240267223
RWA.5.1.12_1,Nduba,Gasabo,nduba,gasabo,46.572997735681746,501,501,1544.5948432863786,1538.0566666666666,1381.0777777777778,1761.6644444444444,89.95289229328473,501,-1.8524041134573035,-1.8527752735805831,-1.890504515564726,-1.815046031714872,0.02119382489453049,501,30.111929069130255,30.11197748131081,30.07424823930714,30.141621885724117,0.01597302310288012,501,-0.4992346653051556,-0.5078836945047566,-0.5903745869856085,-0.1728247226611776,0.05692864923668794,501,-0.058311376890885,-0.0545637817605538,-0.2889966724409279,0.1877587682414628,0.0762963017866377,501,0.47682842552007093,0.4841515611991444,0.2045291832067098,0.7217215154440462,0.10297854814010958,501,14.216645312151654,14.350523664156595,1.7875850247674518,31.67867487165663,6.0374055093758985
RWA.5.1.13_1,Remera,Gasabo,remera,gasabo,7.416782585550188,81,81,1454.6608230452675,1449.9022222222222,1398.4144444444444,1523.5733333333333,34.690107284628915,81,-1.9472314622476736,-1.9470983784423623,-1.9659629993760608,-1.9255388116405667,0.011159656838528553,81,30.1058888999617,30.1038926437802,30.093112860399163,30.122757264785143,0.006747836832417631,81,-0.4195463499016193,-0.4143861154834225,-0.5143923460442129,-0.3253975171162218,0.04163284986176427,81,0.04314158679746142,0.0427399720954697,-0.1597564862260377,0.1368568466933236,0.05616828308457692,81,0.2975224959472438,0.3003289679332973,0.1045545469139043,0.5919077953311958,0.11306218926631344,81,7.078866450674576,7.154331573711501,2.680746568441391,11.292098597950403,2.011126298782588
RWA.5.1.14_1,Rusororo,Gasabo,rusororo,gasabo,52.49404211434748,41,41,1401.739872971656,1401.6044444444444,1343.5722222222223,1466.7993271423722,36.633758011928485,41,-1.9774658171456114,-1.9767427830817887,-1.9848276205205828,-1.968657945403984,0.0051846860585138274,41,30.194732038102096,30.195520802804804,30.18474101921766,30.203605640225355,0.005464958900048719,41,-0.49113771108740173,-0.4929801074805436,-0.5513694962351895,-0.3452855643156852,0.0361099916903224,41,0.055515876777991725,0.062810428497744,-0.0289074370623478,0.1308868271145763,0.03482184808323509,41,0.33955284733598734,0.344428098545126,0.1969296370283343,0.4913540367146378,0.06185778368259009,41,6.544624372942749,6.645191970666249,2.407423866126273,10.66554338971774,2.240261893207573
RWA.5.1.15_1,Rutunga,Gasabo,rutunga,gasabo,43.031013805388845,2,2,1463.006588441945,1463.006588441945,1454.3728512527744,1471.640325631116,12.209948226890393,2,-1.8433429631799436,-1.8433429631799436,-1.8446904363288763,-1.8419954900310107,0.0019056148021544235,2,30.16452892545938,30.16452892545938,30.163181452411425,30.16587639850733,0.0019056146593470565,2,-0.5528739739570236,-0.5528739739570236,-0.5698763378886782,-0.5358716100253691,0.024044973664549007,2,-0.20933571346734045,-0.20933571346734045,-0.3624993315984382,-0.0561720953362427,0.21660606602313212,2,0.6692752992958109,0.6692752992958109,0.5207219750474779,0.8178286235441438,0.2100861258876004,2,18.005621312885737,18.005621312885737,8.805039522332962,27.206203103438515,13.011587549922673
RWA.5.2.1_1,Gahanga,Kicukiro,gahanga,kicukiro,36.99449318313045,414,414,1425.5829978529255,1422.7688888888888,1338.6988888888889,1607.5466666666666,71.02371705711428,414,-2.0316506772521383,-2.030641700146817,-2.062981050025391,-2.0009972955603077,0.01470530545025643,414,30.10943225468999,30.109282535477362,30.079638131001037,30.152401669184588,0.01724726714138429,414,-0.45126632513517756,-0.48561504467222516,-0.5575852684179902,0.1196733305381055,0.09548708272769538,414,-0.01226316507307728,0.0197464731703085,-0.4540753181549767,0.1863853216003127,0.11224539574205725,414,0.376287425650918,0.3667702120494091,0.1482605245574132,0.6959624211496086,0.09929173865312148,414,6.810463783953437,6.8803219969073925,1.1434779277775022,19.401885605918036,3.6016741088100126
RWA.5.2.2_1,Gatenga,Kicukiro,gatenga,kicukiro,12.261068054871304,137,137,1566.9957583130574,1555.6922222222222,1411.0466666666666,1794.171111111111,91.38297953262985,137,-1.9984793899462299,-1.9983023496956396,-2.027946753949203,-1.9713528911501583,0.01392381846277194,137,30.08292321107977,30.082333077028867,30.066163401859733,30.10389264380922,0.009019696718249896,137,-0.47905377217870065,-0.4829610349256335,-0.5666025981861597,-0.3818424958698925,0.04463317953796899,137,0.023132322012186974,0.0293171616195126,-0.1526803231227948,0.1425874517275768,0.06703482119659984,137,0.3466207258363946,0.3519293537296447,0.1226650791073886,0.5818134058345213,0.11415923478696675,137,10.653394367053368,10.520381467607288,2.5664696089426675,20.07008063952128,3.748414787832638
RWA.5.2.3_1,Gikondo,Kicukiro,gikondo,kicukiro,3.4123197923280157,38,38,1481.8705555555555,1458.6405555555557,1390.772222222222,1696.0466666666666,81.35913945478302,38,-1.9737641585296206,-1.9727003640622716,-1.9929124580629165,-1.957878161797511,0.010118338610805902,38,30.079141693688065,30.079638131028684,30.071553293567163,30.087722968496877,0.0035363462456537115,38,-0.44439135460085805,-0.43898676981437157,-0.5157173295371716,-0.3977449170439988,0.029825517143989413,38,0.05016475381440829,0.07739360369559915,-0.0918960651411752,0.1385732025565056,0.065350474630739,38,0.2947568910950757,0.26728555706807317,0.1276733397093977,0.5215291537730253,0.10688205139755666,38,8.243286269572046,7.3309522195657095,2.1511611622571944,17.48316474172804,4.065311177858596
RWA.5.2.4_1,Kagarama,Kicukiro,kagarama,kicukiro,7.933119026339698,89,89,1491.6429463171037,1464.4488888888889,1347.4911111111112,1692.48,95.85838748506775,89,-1.9971516986688673,-1.9983023496466543,-2.011777079032212,-1.9848276204189907,0.00653701322639489,89,30.113491495850504,30.111977481314018,30.09311286044615,30.13353704820832,0.011490964927344029,89,-0.4804097366150688,-0.479841784953899,-0.5793095284935817,-0.4046524559471638,0.04342269165632669,89,0.047615180435300414,0.0780932215946143,-0.2668401636928932,0.1389344956129853,0.07841409531192925,89,0.3298639618293073,0.2908317678965612,0.1660813502470326,0.6701273530248807,0.12483714693288904,89,8.464413486654392,7.698582047356499,3.477152544061343,23.63607226901584,3.5009191725867015
RWA.5.2.5_1,Kanombe,Kicukiro,kanombe,kicukiro,22.91724886984972,254,254,1405.3708530183726,1410.0772222222222,1338.3011111111111,1496.1677777777777,49.155298069623846,254,-1.9976020881897674,-1.99830234960943,-2.033336645741402,-1.9605731076689907,0.01735712970727236,254,30.14514441335692,30.147011777393047,30.117367372927877,30.16857134426473,0.01151879298627124,254,-0.46747614878584703,-0.4720947630087634,-0.5590466598390911,-0.2576622337039551,0.04772700494834892,254,0.045067146612611665,0.06502035909514065,-0.2126304155905406,0.1742256682786074,0.06958894447563933,254,0.34294861833121465,0.3244040108926254,0.1298904892807738,0.6123761695538839,0.11058897649924283,254,6.282053184403678,6.206029078000121,1.4095352221859827,13.12111561457316,2.933466014050773
RWA.5.2.6_1,Kicukiro,Kicukiro,kicukiro,kicukiro,2.0629792430388907,24,24,1450.6834259259258,1448.4444444444443,1400.5533333333333,1494.6866666666667,27.945750920596478,24,-1.9718020488105583,-1.9713528911766112,-1.9794377286028737,-1.9659629993090235,0.004180031382128523,24,30.09704298975602,30.098502752105485,30.08772296852069,30.103892643815396,0.004766797189622575,24,-0.398147091013723,-0.3985005878479399,-0.4522470828669956,-0.3401975855442302,0.024373054306219496,24,0.08440947383322446,0.10013075238242786,-0.051997961995412,0.129295667687241,0.04721952948835244,24,0.21155058910493882,0.1917737142771452,0.1159672936580725,0.4180888509324174,0.07545220279932421,24,6.1055549123027815,5.724582685629527,2.561840701500574,9.769279844959575,1.7669137354579014
